query,match,score
chất nhũ hóa e1450_ii e451_i,chất nhũ hóa e451_i,27.798927
chất nhũ hóa e1450_ii e451_i,chất nhũ hóa,19.340982
protein đậu nành cô đặc,protein đậu nành,26.708237
protein đậu nành cô đặc,protein đậu nành thủy phân,24.594198
polyoxyethylen,"e430 , Polyoxyethylen (8) stearat , Polyoxyethylene (8) stearate",6.979251
polyoxyethylen,"e431 , Polyoxyethylen (40) stearat , Polyoxyethylene (40) stearate",6.979251
cà rốt,bột cà rốt,19.020393
cà rốt,nước cà rốt,19.020393
nước co2,nước bảo hòa co2,13.471045
nước co2,nước bão hoà co2,13.471045
dầu cọ tinh luyện,dầu olein cọ tinh luyện,29.7047
dầu cọ tinh luyện,dầu cọ tinh luyện đã hydro hóa,29.6161
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mạch,sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,69.28614
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mạch,sản phẩm chứa các nguyên liệu có nguồn gốc từ mè,64.11011
sản phẩm này có chứa bột mì,sản phẩm có chứa bột mì,39.3971
sản phẩm này có chứa bột mì,sản phẩm này có chứa sữa,37.839172
vỏ bọc xúc xích tự nhiên chất bảo quản,vỏ bọc xúc xích tự nhiên,58.1898
vỏ bọc xúc xích tự nhiên chất bảo quản,vỏ bọc xúc xích,42.777336
e100,"e100 ,  , curcumins",23.276295
e100,mesoxym pt e100,10.351349
lactobacillus hmm,lactobacillus,10.19223
lactobacillus hmm,lactobacillus rhamnosus,9.528877
không sử dụng với người dị ứng thực phẩm có chứa,không sử dụng cho người dị ứng với các thành phần của sản phẩm,31.184616
không sử dụng với người dị ứng thực phẩm có chứa,thực phẩm có chứa,27.571318
pyridoxin hydroclorid,thiamin hydroclorid,10.751766
pyridoxin hydroclorid,pyridoxine hydroclorid,10.751766
"e343 ,  , magnesium phosphates","e345 ,  , magnesium citrate",13.891949
"e343 ,  , magnesium phosphates","e470 ,  , magnesium stearate",13.891949
thịt ca basa,thịt cá basa,15.917864
thịt ca basa,cá basa,10.158916
lòng đó trúng,trúng,12.158652
lòng đó trúng,bột lòng trắng trúng,10.058077
chocolat au lait,minimum dans le chocolat au lait,32.149414
chocolat au lait,crème au lait,22.360895
đường fructooligosaccharide,fructooligosaccharide,12.648787
đường fructooligosaccharide,đường,6.4894843
đậu rồng,đậu rồng lên men,18.202032
đậu rồng,gạo huyết rồng,10.09476
"e504_i , Magnesi carbonat , Magnesium carbonate",magnesi carbonat,33.658794
"e504_i , Magnesi carbonat , Magnesium carbonate","e504 ,  , magnesium carbonate",29.534582
sirô bắp,sirô fructose bắp,15.517046
sirô bắp,sirô mật bắp,15.517046
monsodium glutamate,glutamate,9.324068
monsodium glutamate,mononatri glutamate,8.717219
paprikaa e160c,e160c,10.866129
paprikaa e160c,paprika e160c,10.158916
tủy,tủy hầm,11.825552
"e425 , Bột konjac , Konjac flour",bột konjac,30.003994
"e425 , Bột konjac , Konjac flour",e425,27.012527
kali của nó,nha của nó,23.444302
kali của nó,nh4 của nó,23.444302
chất tạo xốp e503,chất tạo xốp,19.983994
chất tạo xốp e503,chất tạo xốp e500_ii,19.071411
xylitol e967,"e967 , Xylitol , Xylitol",22.041271
xylitol e967,xylitol,12.158652
dịch hạt óc chó,hạt óc chó,32.202072
dịch hạt óc chó,nhân hạt óc chó,30.819565
được sản xuất tại một cơ sở sử dụng lúa mạch đen,được sản xuất tại một cơ sở sử dụng sữa,76.68318
được sản xuất tại một cơ sở sử dụng lúa mạch đen,được sản xuất tại một cơ sở sử dụng đậu phộng,74.36053
yến mạch cán dẹt nhỏ nguyên cảm,yến mạch cán dẹt nguyên cám,37.99456
yến mạch cán dẹt nhỏ nguyên cảm,yến mạch nguyên cảm,37.50033
chất bảo quan,chất bảo quản,11.932438
chất bảo quan,chất bảo quần,11.932438
vỏ bánh,vỏ bánh xốp,21.522575
vỏ bánh,bánh,10.19223
sản phẩm có chứa thành phần từ dầu cá,sản phẩm có chứa thành phần từ gluten,44.708733
sản phẩm có chứa thành phần từ dầu cá,sản phẩm có chứa thành phần từ đậu nành,43.21473
màu tổng hợp sunset yellow,màu thực phẩm tổng hợp sunset yellow,37.156876
màu tổng hợp sunset yellow,chất tạo màu tổng hợp sunset yellow fcf,29.671122
cá cơm khô,cá cơm,17.184406
cá cơm khô,cá cơm tươi,16.332191
01 hộp tipo bánh bông lan dâu,01 hộp tipo bánh trứng,45.760826
01 hộp tipo bánh bông lan dâu,01 hộp tipo bánh kem xốp phô mai,40.915592
ammonium carbonate,"e503_i , Amoni carbonat , Ammonium carbonate",26.463121
ammonium carbonate,ammonium carbonate e503_i,20.516777
protein đậu tương,đường protein đậu tương,29.939304
protein đậu tương,protein từ đậu tương,25.575165
"e952_i , Acid cyclamic , Cyclamic acid","e952 ,  , cyclamic acid, cyclamates",21.967426
"e952_i , Acid cyclamic , Cyclamic acid",acid,14.8801365
thịt giả,thịt,7.267975
thịt giả,thịt đùi,6.7949452
bột gia vị tự nhiên,gia vị tự nhiên,27.999205
bột gia vị tự nhiên,hương gia vị tự nhiên,26.916721
tinh dầu hành,dầu hành,22.254227
tinh dầu hành,tinh dầu cay,16.106354
"e542 , Bone phosphat , Bone phosphate","e341_iii , Tricalci phosphat , Tricalcium phosphate",11.772172
"e542 , Bone phosphat , Bone phosphate","e339_iii , Trinatri phosphat , Trisodium phosphate",11.772172
hương tiramisu,hương tiramisu tổng hợp,14.416229
hương tiramisu,tiramisu,12.648787
spice extracts,spice,12.158652
spice extracts,annatto extracts,11.367317
me,me quả,11.367317
me,me trái,11.367317
concentrés de jus de fruits,extrait de jus de baies de sureau,20.739733
concentrés de jus de fruits,fruits,12.648787
soya tvp,soya,11.048452
soya tvp,soya lecithins,10.329372
nước cà chua cô đặc,nước ép cà chua từ nước cà chua cô đặc,41.43091
nước cà chua cô đặc,cà chua cô đặc,33.166912
gói súp sệt,gói súp,20.340822
gói súp sệt,ca cao dạng sệt,10.058077
bột gia vị hương hải sản,bột gia vị hải sản,33.233406
bột gia vị hương hải sản,bột gia vị hương,26.118343
sed glucose,glucose,9.384772
sed glucose,d glucose,8.7739725
hương gia vị bò,gia vị bò,24.594131
hương gia vị bò,bột gia vị bò,23.537054
artificial flavor,artificial milk flavor,17.814955
artificial flavor,artificial vanilla flavor,17.814955
chất giữ ẩm glycerin,chất giữ ẩm từ glycerin,32.161854
chất giữ ẩm glycerin,chất giữ ẩm,25.333147
nước năm,năm,11.792564
nước năm,bột năm,11.025056
bifidobacterium animalis subsp,bifidobacterium animalis subsp lactis hn019,35.083374
bifidobacterium animalis subsp,bifidobacterium,11.792564
bột khô hỗn hợp,bột hỗn hợp,15.216113
bột khô hỗn hợp,bột sữa hỗn hợp,14.480568
e967,"e967 , Xylitol , Xylitol",22.546412
e967,xylitol e967,11.367317
may contain peanuts and almonds,may contain hazelnuts and almonds,39.928
may contain peanuts and almonds,may contain almonds,29.724184
gluten lúa mạch,gluten lúa mi,21.1973
gluten lúa mạch,gluten lúa mì,21.1973
e450_iii e451_i e450_i,e450_iii,11.048452
e450_iii e451_i e450_i,e450_i,10.866129
bột gia vị mực lăn muối ớt,bột gia vị muối ớt,34.42354
bột gia vị mực lăn muối ớt,bột gia vị mực tầm cay thái,24.497307
thành phần có chứa thành phần lúa mì,chứa thành phần lúa mì,48.566074
thành phần có chứa thành phần lúa mì,thành phần có chứa bột lúa mì,44.70114
nước cam hoàn nguyên từ nước cam có đặc,nước cam hoàn nguyên từ nước cam cô đặc,67.45852
nước cam hoàn nguyên từ nước cam có đặc,được làm từ nước cam có đặc,51.73232
khuynh diệp tự nhiên,hương dầu khuynh diệp tự nhiên,31.721897
khuynh diệp tự nhiên,hương bạc hà khuynh diệp tự nhiên,30.601212
được sản xuất từ gạo lứt huyết rồng nguyên chất,được sản xuất từ gạo nàng hương nguyên chất,47.149837
được sản xuất từ gạo lứt huyết rồng nguyên chất,được sản xuất từ bột gạo nguyên chất,39.671524
semi sô cô la ii,semi sô cô la,41.19626
semi sô cô la ii,sô cô la ii,38.59339
chất điều chỉnh độ acid gói gia vị,chất điều chỉnh độ acid,31.66119
chất điều chỉnh độ acid gói gia vị,chất điều chỉnh độ acid e170_i,30.458523
bột sữa không béo,sữa không béo,31.699623
bột sữa không béo,chất rắn sữa không béo,29.182198
bởi gia vị kim chỉ,bột kim chỉ,23.187712
bởi gia vị kim chỉ,gia vị kim chi,16.245726
chiết xuất chanh,bột chiết xuất chanh,25.995817
chiết xuất chanh,chiết xuất chanh muối,22.00489
chất tạo giòn dai,chất tạo chua,10.210252
chất tạo giòn dai,chất tạo xốp,10.210252
chiết xuất mầm lúa mạch,đường chiết xuất mầm lúa mạch,41.255154
chiết xuất mầm lúa mạch,chiết xuất từ mầm lúa mạch,34.239525
nấm tuyết sấy thăng hoa,nấm sấy thăng hoa,35.706505
nấm tuyết sấy thăng hoa,nấm rơm sấy thăng hoa,34.15544
chất chống oxy hóa phụ gia thực phẩm tbho liquid e20a,chất chống oxy hóa,27.341995
chất chống oxy hóa phụ gia thực phẩm tbho liquid e20a,phụ gia thực phẩm,26.249392
hương hoa nhài,hoa nhài,24.03345
hương hoa nhài,trà xanh hoa nhài,21.806744
chất tạo ngọt tổng hợp e420,chất tạo ngọt tổng hợp,32.201813
chất tạo ngọt tổng hợp e420,chất tạo ngọt tổng hợp e955,31.022148
chiết xuất trái cây,chiết xuất trái dành danh,20.615278
chiết xuất trái cây,chiết xuất trái thanh mai,20.615278
sữa béo,bột sữa béo,19.040539
sữa béo,kem sữa  sữa béo,18.19875
nhũ hóa,chât nhũ hóa,14.643511
nhũ hóa,dầu nhũ hóa,14.643511
xương sườn,bột sườn,11.025056
xương sườn,thịt sườn,11.025056
hạt xoài,xoài,10.558317
hạt xoài,trái xoài,9.871138
mè trắng không vỏ,mè không vỏ,31.191172
mè trắng không vỏ,mè trắng,23.408113
đậu phụ,thành phần phụ,10.351349
đậu phụ,thành phàn phụ,10.351349
disodium e5' inosinat,dinatri e5' inosinat,21.215977
disodium e5' inosinat,dinatr e5' inosinat,21.215977
este của acid béo với propylen glycol,este của propylen glycol với acid béo,29.145458
este của acid béo với propylen glycol,este của acid ncioleic với polyglycerol,26.270435
chiết xuất ớt xanh,bột chiết xuất ớt xanh,34.139442
chiết xuất ớt xanh,chiết xuất ớt,21.669651
thịt heo tươi,thịt heo tươi sống,27.536955
thịt heo tươi,thịt heo,16.531322
chất như hóa e322_i,chất như hóa,29.223425
chất như hóa e322_i,chất nhũ hóa e322_i,25.174404
chiê t xuâ t lu a ma ch,chiê t xuâ t đâ u đo,42.69015
chiê t xuâ t lu a ma ch,chiê t xuâ t ca rô t ti m,39.78969
hướng tổng hợp,hướng nho tổng hợp,17.18987
hướng tổng hợp,hướng tỏi tổng hợp,17.18987
pyridoxine,pyridoxine hydroclorid,11.025056
pyridoxine,pyridoxine hydrochloride,11.025056
hương thảo,hương lá hương thảo,22.505678
hương thảo,lá hương thảo,20.051872
e500,"e500 ,  , sodium carbonate, sodium bicarbonate (E500ii)",18.541372
e500,e500 e503_ii,11.025056
có thể có chứa đậu nành,có chứa đậu nành,33.06005
có thể có chứa đậu nành,có thể chứa đậu nành,32.435135
hunectant sorbitol e420,sorbitol e420,25.359898
hunectant sorbitol e420,e420,11.500251
cá tra,thịt cá tra,24.172104
cá tra,cá tra cá basa,18.211966
nước e32,nước,5.2359486
nước e32,nước sốt,4.895171
hungary sec bi,vitamin bi,11.367317
hungary sec bi,đậu hủ bi,10.672695
hương tự nhiên giống tự nhiên,hương tự nhiên,29.384176
hương tự nhiên giống tự nhiên,hương giống hương tự nhiên,25.944801
xốt kem thịt xông khỏi,thịt ba rọi xông khỏi,22.424652
xốt kem thịt xông khỏi,thịt xông khói,10.351349
cỏ ngọt stevia,chiết xuất cỏ ngọt stevia,31.600239
cỏ ngọt stevia,cỏ ngọt,22.288776
bánh cookies nho bon ami classic thành phần,bánh cookies bo bon ami classic thành phần,62.092087
bánh cookies nho bon ami classic thành phần,bánh cookies brownie bon ami classic thành phần,62.092087
bột tảo bẹ khô,bột tảo biển,15.786264
bột tảo bẹ khô,bột chiết xuất tảo bẹ,12.294828
caramen nhóm v e150d,caramen nhóm iv e150d,24.911976
caramen nhóm v e150d,caramen nhóm nv e150d,24.911976
beef extract powder,vinegar extract powder,19.695536
beef extract powder,yeast extract powder,19.695536
"e501_ii , Kali hydro carbonat , Potassium hydrogen carbonate","e515_ii , Kali hydro sulfat , Potassium hydrogen sulfate",30.1616
"e501_ii , Kali hydro carbonat , Potassium hydrogen carbonate","e503_ii , Amoni hydro carbonat , Ammonium hydrogen carbonate",30.003841
hạt sô cô la,hạt sô cô la đen,34.25989
hạt sô cô la,sô cô la,26.242321
chất nhũ hóa lecithin từ đậu nành,chất nhũ hóa lecithin chiết xuất từ đậu nành,40.978344
chất nhũ hóa lecithin từ đậu nành,chất nhũ hóa lecithin e322_i chiết xuất từ đậu nành,39.594067
hương cam,hương liệu giống tự nhiên hương cam,18.973255
hương cam,e2019 befagen hương cam,18.31076
disodium e5 guanylate e627,disodium e5' guanylate e627,52.94716
disodium e5 guanylate e627,disodium e5 guanylate,29.351767
rượu trắng,dấm rượu trắng,21.354942
rượu trắng,rượu gạo trắng,15.05822
hương gừng tự nhiên,hương gừng,16.07586
hương gừng tự nhiên,hương gừng tổng hợp,14.416229
gardenia extract e60 wsp,gardenia,11.500251
gardenia extract e60 wsp,"e164 , Gardenia yellow , Gardenia yellow",11.058889
emceprop g,g,12.648787
bột gừng,chất nhũ hóa bột gừng,20.503155
bột gừng,bột gừng được chiết xuất từ  củ gừng già,11.611229
40,1 40,11.825552
cá ngừ,dầu cá ngừ,19.715126
cá ngừ,dấu cá ngừ,19.715126
este của pholyglycerol với axit béo,este của sucrose với các axit béo,30.410702
este của pholyglycerol với axit béo,este glycerin của axit béo,23.718235
nấm mỡ trắng,nấm bào ngư trắng,14.058859
nấm mỡ trắng,nấm,8.665667
chất tạo hương caramel tổng hợp,hương caramel tổng hợp,35.12779
chất tạo hương caramel tổng hợp,chất tạo hương vani tổng hợp,26.754004
and natural flavor,natural flavor,24.241821
and natural flavor,and,11.256905
trái cam lên men không qua chưng cất,trái dứa lên men không qua chưng cất,60.320354
trái cam lên men không qua chưng cất,trái bưởi lên men không qua chưng cất,60.320354
nếp sáp,nếp sáp long an,21.47847
nếp sáp,nếp,10.304338
ins e162,e162,11.500251
ins e162,beetred e162,10.751766
e,e e150d,10.329372
e,e e202,10.329372
hương sữa chua nhân tạo,sữa chua nhân tạo,37.234287
hương sữa chua nhân tạo,hương sữa nhân tạo,25.704424
hương thịt mặn tổng hợp,hương thịt tổng hợp,21.50167
hương thịt mặn tổng hợp,hương thịt heo tổng hợp,20.508099
